# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single LED (low energy detector) count.
#
# tus -- time of the count, microsecond
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# add -- address of the count within the DAU (each DAU has 32 addresses: [0:31])
# chn -- channel of the count for each address (each address has 128 channels: [0:127])
# mlh -- "multihit" flag of the count, meaning how many simultaneous counts were detected: [0:3]
#         0 --> a single count
#         1 --> 2 counts
#         2 --> 3 counts
#         3 --> 4+ counts
#
#
#
#     tus      erg   dau  add    chn   mlh
#
    5641     772    3    29     51    0 
    5673     435    1     8     41    0 
    5676     700    0     5    111    0 
    5678     537    0    10     71    0 
    5697    1010    0    19    122    1 
    5784     498    3    27     11    0 
    5812     879    2    23     76    0 
    5815     660    2    30     75    0 
    5822     608    2    25     21    0 
    5849     285    2    26     91    0 
    5874     639    2     1    105    0 
    5875     417    1     9     21    0 
    5875     386    2    14     89    0 
    5883     343    3    12     47    0 
    5914     606    1     1      7    0 
    5914     207    3    29    116    0 
    5919     644    3     2      7    0 
    5924     352    1    27     39    0 
    5937     246    1    21    123    0 
    6011     226    1    31    112    0 
    6028     422    2    19    112    0 
    6033     279    0    18     65    0 
    6034     994    0     1    123    1 
    6038     405    3    25     83    0 
    6047     449    1    30      0    0 
    6060     197    3     8     98    0 
    6075     627    0    18     95    0 
    6081     197    0     1     11    0 
    6084     460    2    25     36    0 
    6085     687    3    14      4    0 
    6104     361    2    15     23    0 
    6117     294    3    31     68    0 
    6125     370    3    15     86    0 
    6135     522    3    30     19    0 
    6173     765    2    17     67    0 
    6179     786    0     1      9    0 
    6184     455    0    20    119    0 
    6224     208    2    16    104    0 
    6227     781    0    11     70    0 
    6270     169    1    24     57    0 
    6270     206    2    15     31    0 
    6270    1010    2     7      7    1 
    6286     172    0    24     54    0 
    6354     364    0     1     51    0 
    6408     885    0    30    112    0 
    6431     178    1    11     74    0 
    6449     589    1    20     96    0 
    6458     434    2    13    120    0 
    6460     420    3    29     10    0 
    6466     495    2    10     35    0 
    6535     221    3     3    121    0 
    6547     298    0    31     51    0 
    6570     255    2    31     84    0 
    6589     538    3    28     42    0 
    6607     273    2    30    108    0 
    6615     266    0     4     46    0 
    6655     884    1     4     64    0 
    6671     882    0    28     90    0 
    6726     293    0    20     48    0 
    6753     487    2     6    106    0 
    6756     446    2    10     14    0 
    6845     200    2     7    114    0 
    6863     878    1    10    125    0 
    6865     476    3    20     22    0 
    6878     885    0    28    118    0 
    6903     563    1    17     29    0 
    6914     350    0    13     13    0 
    6945     294    2    22     56    0 
    6955     344    1    15     43    0 
    7071     769    3    31    106    0 
    7074     677    3    31     35    1 
    7076     579    0    24     87    0 
    7117     912    2    16    100    0 
    7124     365    0     1     40    0 
    7138     325    1    12     65    0 
    7147     170    1     4     59    0 
    7155     518    3    30      9    0 
    7241     592    2     8      3    0 
    7256     861    0    12     14    0 
    7292     648    1    26     17    0 
    7294     899    2    24    102    0 
    7294     176    1    22     56    0 
    7374     862    2    20     30    0 
    7375     787    1     2     59    0 
    7375     630    2    31    110    0 
    7376     865    3    10     89    0 
    7412     609    0     9     40    0 
    7414     154    2    22    123    0 
    7499     777    1     7     51    0 
    7507     474    2     6     29    0 
    7556     762    3    28     27    0 
    7601     354    2    24     69    0 
    7604     324    1     4      6    0 
    7608     549    3    12     74    0 
    7647     442    1    21     68    0 
    7772     299    1     3     27    0 
    7794     275    0     8     83    0 
    7794     906    2    16     80    0 
    7797     391    2     1      0    0 
    7846     188    1    13     35    0 
    7847     275    0     6    124    0 
    7859     480    0    18     60    0 
    7882     641    1     1    105    0 
    7906     189    0    12     20    0 
    7937     864    3     9    108    0 
    7950     188    0     5     43    0 
    8090     916    1    19     33    0 
    8110     339    0    15    123    0 
    8130     349    2    30     52    0 
    8174     789    0    11    123    0 
    8250     864    3    11     88    0 
    8289     902    2     6     91    0 
    8459     312    3    28     45    0 
    8516     639    0    31     71    0 
    8544     453    2    18     34    0 
    8684     375    0     5     16    0 
    8765     370    3    15     37    0 
    8808     741    2    29     96    0 
    8897     746    0    10     64    0 
    8942     690    2    18      9    0 
    8943     451    1    13     16    0 
    8984     468    3    25     94    0 
    8992     263    3    19     28    0 
    9066     918    1    22     75    0 
    9086     758    1    17     23    0 
    9092     480    3     1     70    0 
    9237     218    0    14     81    0 
    9335     342    0     4    119    0 
    9354     422    2    26      7    0 
    9446     897    0    12    108    0 
    9543     460    1    22     32    0 
    9582     327    2     1     22    0 
    9661     706    3    27     10    0 
    9761     756    3    23     11    0 
    9796     891    2    30    110    1 
    9803     534    0    16      0    0 
    9911     161    0    11     74    0 
    9937     821    3    18    114    0 
    9951     573    2     9     59    0 
   10120     598    3     9     86    0 
   10178     491    0    28     85    0 
   10248     238    2     1     96    0 
   10267     270    2     4     73    0 
   10308     313    0    18     98    0 
   10308     889    0    25     12    0 
   10335     420    1    12    116    0 
   10342     404    0    10      4    0 
   10412     514    1     4    120    0 
   10440     592    3     2     11    0 
   10442     729    2     0     16    0 
   10454     217    0    10     47    0 
   10500     448    1     8     70    0 
   10602     470    0    16     48    0 
   10633     531    3     5     46    0 
   10637     529    0     3     40    0 
   10661     716    1    22     70    1 
   10687     755    1    30     18    0 
   10692     714    2    13     45    1 
   10700     749    2     2     20    0 
   10715     573    0    15     37    0 
   10764     342    0    27     29    0 
   10764     898    2     9     28    0 
   10898     195    1    16     80    0 
   10927     651    0    21     19    0 
   10927     528    2     2    119    0 
   10931     305    3    28     77    0 
   10939     653    3    10      8    0 
   11047     905    2     3     19    0 
   11068     189    0     7    116    0 
   11078     525    0     2     19    0 
   11083     516    1    28     40    0 
   11087     213    3    16     19    0 
   11087     444    0    13     81    0 
   11106     620    2    11     95    0 
   11111     337    1    21     39    0 
   11123     219    3    15     19    0 
   11128     863    3    11     62    0 
   11131     158    0     3     85    0 
   11176     434    2    27     10    0 
   11347     414    2    17    117    0 
   11350     899    2    25     45    0 
   11373     396    2     0      0    0 
   11453     889    1    18     11    0 
   11464     784    1    21     44    0 
   11474     557    3    15    121    0 
   11504     318    0    19     34    0 
   11520     239    1    19      9    0 
   11528     195    0     3     47    0 
   11551     443    1    15     78    0 
   11554    1023    0    15    123    1 
   11590     766    1    13     32    0 
   11729    1023    3    19    127    1 
   11745     230    2    19     83    0 
   11764     348    1    17     79    0 
   11787     197    0    15     23    0 
   11792     435    3     7    116    0 
   11842     269    3    17     85    0 
   11852     491    3    31     94    0 
   11938     864    0    23     56    0 
   12062     320    2    18     88    0 
   12074     422    2    15    110    0 
   12155     522    0     4    121    0 
   12173     879    1     9     15    1 
   12229     353    2    23     84    0 
   12230     231    0    20     73    0 
   12230     297    0     4     42    0 
   12245     431    0    16     20    0 
   12249     898    0    15     10    0 
   12331     812    0     9     97    0 
   12340     698    1    14     24    0 
   12489     268    2     4     55    0 
   12520     661    2    27    114    0 
   12556     895    2    26     14    0 
   12563     311    2     2     40    0 
   12577     579    0    24    104    0 
   12603     628    1    12     58    0 
   12626     898    2    14     84    0 
   12744     614    3     1     42    0 
   12755     473    3    27     31    0 
   12786     178    1    21      2    0 
   12843     777    0    12     31    0 
   12943     878    1     5    125    0 
   13114     560    2    11    107    0 
   13200     386    1     0     83    0 
   13220     504    2    19     71    0 
   13221     386    1    18     32    0 
   13257     848    0    20     44    0 
   13282     561    2     3     87    0 
   13362     300    3    18     37    0 
   13386     864    3    11    116    0 
   13386     875    3    16    125    2 
   13508     678    3    23     46    0 
   13536     629    1    18     75    0 
   13568     188    3    12     56    0 
   13601     366    2     6     83    0 
   13620     652    3    23     42    0 
   13630     403    1     2     60    0 
   13641     392    2    15     70    0 
   13762     708    3    24     82    0 
   13836     401    0    12     24    0 
   13859     775    2    11    105    0 
   13951     869    3    21     35    0 
   13955     844    0     5    122    0 
   14030     480    0    10     84    0 
   14039     213    2    30     43    0 
   14112     898    2    27    115    0 
   14124     682    2    18     54    0 
   14146     459    3     9     99    0 
   14208     561    1    21     10    0 
   14260     750    3     5     33    0 
   14265     224    3    28      1    0 
   14386     340    0     2     33    0 
   14432     825    1    21     31    1 
   14532     669    2    29    117    0 
   14555     336    3    21     81    0 
   14562     921    1    19     78    0 
   14568     221    0     0     73    0 
   14586     335    3    14    115    0 
   14605     454    2     4     51    0 
   14614     186    3    14     55    0 
   14654     242    3     2     65    0 
   14687     664    2    27     93    0 
   14723     775    3    19     79    0 
   14773     550    1    25     83    0 
   14821     197    1    18    126    0 
   14859     585    2    28     57    0 
   14863     429    2    10    109    0 
   14976     364    3     7      6    0 
   15121     977    1    31    126    1 
   15156     388    0    22     69    0 
   15163     432    0    12     35    0 
   15222     378    2     2     29    0 
   15267     298    0    17     71    0 
   15311     886    0    30    112    0 
   15352     224    3    26     16    0 
   15354     198    1     4    126    0 
   15422     171    3     1    101    0 
   15502     402    1    29     99    0 
   15643     344    0    16     88    0 
   15645     270    1     3     87    0 
   15747     190    3    20     61    0 
   15756     428    0    28     72    0 
   15803     530    0    24     40    0 
   15807     515    0    14     89    0 
   15812     229    0    17     86    0 
   15915     491    3     7    120    0 
   15937     613    3     2     47    1 
   16056     351    2    15    100    0 
   16066     408    0    14     88    0 
   16082     630    3    15    109    0 
   16175     312    0    14    117    0 
   16175     566    0    28     99    0 
   16270     864    1     5    113    0 
   16279     434    1    22     41    0 
   16343     901    2    10     75    0 
   16346     352    1    16      5    0 
   16356     634    3     5      0    0 
   16435     878    1    13     59    0 
   16536     226    3    25      5    0 
   16585     409    3    21     27    0 
   16642     322    0     5    114    0 
   16697     548    1     3     23    0 
   16717     781    0    31     84    0 
   16728     495    2    11      7    0 
   16797     619    0    12     86    0 
   16871     683    0     7     78    0 
   16896     224    2    29     84    0 
   16931     235    3    27     35    0 
   16991     562    2     2     13    0 
   17098     174    0    17     63    0 
   17279     516    0    21      0    0 
   17294     698    0    13     71    0 
   17332     420    0     6     32    0 
   17355     436    0    17     26    0 
   17386     455    1     6     60    0 
   17387     875    0    14     62    0 
   17400     462    1     9     14    0 
   17443     305    2    31     51    0 
   17451     269    1     9      7    0 
   17539     539    3    29     30    0 
   17578     252    1     7    111    0 
   17598     322    0    24     28    0 
   17613     546    0    25     47    0 
   17613     444    1     5     89    0 
   17642     568    2    28    117    0 
   17642     274    2    19     24    0 
   17657     666    3    12    118    0 
   17667     576    1     2    100    0 
   17772     176    1     4     63    0 
   17850     270    3    28     14    0 
   17908     445    2    16     13    0 
   17932     189    3     7     18    1 
   17933     440    3    13     91    0 
   17951     300    3     0     55    0 
   17978     371    3     6    105    0 
   17984     785    2     3      1    0 
   18049     242    2     5     92    0 
   18149     557    1     0     39    0 
   18150     893    2     8     37    0 
   18150     844    0    21     11    0 
   18189     171    1    20     67    0 
   18257     727    0    12     48    0 
   18332     476    3     6     92    0 
   18353     618    0    15      6    0 
   18358     396    0     2     49    0 
   18436     273    3    21     40    0 
   18471     305    0    11    101    0 
   18548     670    1    29    119    1 
   18555     626    1     0    102    0 
   18586     653    3     3     39    0 
   18593     167    0    10     33    0 
   18597     269    2    28     38    0 
   18709     389    3    26    116    0 
   18719     271    0    28     14    0 
   18816     451    1    16    106    0 
   18823     835    2    30     90    0 
   18846     852    2    19      6    0 
   18928     334    2     0     40    0 
   18968     314    0    19     19    0 
   18976     888    1    22     64    0 
   19109     265    3     6      9    0 
   19133     903    2     7     24    0 
   19164     336    1    13    100    0 
   19164     198    1    19    112    0 
   19164     294    1    31     49    0 
   19215     661    3     8     35    0 
   19223     383    2     5     74    0 
   19251     621    0     0     23    0 
   19266     196    2    25     72    0 
   19281     234    2    21     44    0 
   19330     648    1     3    102    0 
   19426     263    3    15     82    0 
   19441     220    3    25    124    0 
   19456     184    2    24     40    0 
   19511     473    2    25     93    0 
   19542     421    0    29     55    0 
   19562     421    2     3     19    0 
   19716     727    0    29    106    0 
   19716     545    3    15     76    0 
   19729     570    2    29     85    1 
   19762     562    0    27     70    0 
   19823     222    0     8    117    0 
   19905     817    1    22    119    0 
   19906     153    0     2    101    0 
   19956     218    0     3     37    0 
   19957     377    0    20     13    0 
   20027     713    1     7      8    0 
   20052     675    0    25     67    0 
   20053     552    0     6     15    0 
   20112     878    1     8     84    0 
   20220     879    2    23    115    0 
   20228     414    0    11     68    0 
   20231     293    0    14     22    0 
   20298     368    2     6     82    0 
   20309     471    3    13     75    0 
   20363     339    1    16     22    0 
   20368     613    1    11     36    0 
   20368     504    0    13    106    0 
   20411     381    1    14     53    0 
   20450     460    3     4      8    0 
   20469     205    1    12     62    0 
   20481     245    0     1     60    0 
   20647     575    2     4     58    0 
   20712     543    1    19     29    0 
   20751     868    2     2     25    0 
   20812     654    0     0     77    0 
   20866     276    0     1    122    0 
   20879     338    3    16     54    0 
   20883     176    0    14     37    0 
   21077     406    3     3      6    0 
   21101     502    1    10      4    0 
   21178     407    3    27    117    0 
   21201     846    1    19     44    0 
   21218     304    2    13    104    0 
   21220     648    1     6     97    0 
   21320     213    3     6     50    0 
   21353     904    2     3    100    0 
   21399     447    3     8    108    0 
   21408    1023    2    27    125    1 
   21421     548    0    15    108    0 
   21495     616    2     6     52    0 
   21519     332    3     6     23    0 
   21548     398    1    27     73    0 
   21557     235    3    23     99    0 
   21696     345    3     9     48    0 
   21732     514    1    31    119    0 
   21739     533    3     0     63    0 
   21756     302    2    15     30    0 
   21767     863    0    22     42    0 
   21795     525    1    15     62    0 
   21812     840    0     4     22    0 
   21816     787    0    17     18    0 
   21818     510    0    30     74    0 
   22018     426    2    23     70    0 
   22035     170    1    28     54    0 
   22058     887    0    29     78    0 
   22058     302    0    10     73    0 
   22149     586    3    20      3    0 
   22163     447    2    15      5    0 
   22197     439    1    24     48    0 
   22247     781    0    22     45    0 
   22269     410    3     7    116    0 
   22299     487    2    12     45    0 
   22343     862    0    23     15    0 
   22406     231    0    22    122    0 
   22457     865    3    10      0    0 
   22493     392    2    25     98    0 
   22593     659    1     6      4    0 
   22600     262    2    21     81    0 
   22645     317    1     6    121    0 
   22692     679    2    11     57    1 
   22692    1023    2    29    127    3 
   22693     268    2     6    120    0 
   22694     347    2    31    127    1 
   22759     781    0    30     77    0 
   22801     452    1     5    115    0 
   22882    1014    2    11    122    1 
   22883     474    0    29     11    0 
   22899     455    0    20    105    0 
   22951     539    2    30     51    0 
   22989     456    1     1     11    0 
   23041     691    3     7    100    0 
   23115     541    2    12     45    0 
   23121     285    0     2     18    0 
   23219     900    2     0     35    0 
   23219     308    1    24     48    0 
   23223     743    0     9    104    0 
   23238    1014    2    11    127    1 
   23262     362    0    19     38    0 
   23411     353    2    30     54    0 
   23414     396    3     6     72    0 
   23414     744    0    24     85    0 
   23458     488    3    12     41    0 
   23510     455    2     3      2    0 
   23517     194    1    14    107    0 
   23518     440    1     8      5    0 
   23612     520    0    28    107    0 
   23616     473    2    10     66    0 
   23672     777    1    18     24    0 
   23699     491    3     5     40    0 
   23712     893    2     8     21    0 
   23712     889    0    10     87    0 
   23713     805    1     5     49    0 
   23727     669    0    20     31    0 
   23829     350    2     4    102    0 
   23885     263    0    22     21    0 
   23911     901    2    24     71    0 
   23922     742    1    31     47    0 
   23947     338    1    18     40    0 
   24013     496    2    28     60    0 
   24018     967    0    21    127    1 
   24018    1023    1     7     95    2 
   24021     829    0    29    119    1 
   24023     157    1     6     82    0 
   24122     507    2    12     39    0 
   24165     434    1    12     84    0 
   24170     568    2     2      4    0 
   24172     416    3    12     57    0 
   24197     671    3    16    111    0 
   24207     363    1    20     58    0 
   24293     387    1     4     28    0 
   24333     229    2    14     51    0 
   24361     396    0     7     74    0 
   24362     650    2    18     85    0 
   24370     770    0    21     74    0 
   24426     876    3    16     79    0 
   24426     487    1    11    116    0 
   24490     364    3    31     41    0 
   24561     292    1     7    114    0 
   24680     472    1    26    104    0 
   24680     909    2     6     12    0 
   24739     266    2    24     72    0 
   24757     223    2    25      2    0 
   24814     203    1    15     49    0 
   24862    1021    1    15    127    3 
   24867     282    1    13    127    1 
   24874     891    1    11     69    0 
   24892     220    1     3     26    0 
   24911     325    3    29     21    0 
   24923     158    0    23     46    0 
   24923     183    2     4     98    0 
   24928     863    1    31    119    0 
   24931     528    2     4     70    0 
   24935     515    0     0     37    0 
   24948     374    2    14      7    0 
   24968     166    0    13     39    0 
   25226     349    3    28     50    0 
   25259     482    0     1     74    0 
   25303     379    3     7     64    0 
   25475     698    0     4     43    0 
   25485     185    0     3     31    0 
   25507     195    3    18    116    0 
   25530     158    0    10     66    0 
   25589     182    2    30     15    0 
   25640     524    1    11    109    0 
   25770     659    3    14      4    0 
   25963     570    1    27    117    0 
   26167     394    3    21    126    0 
   26187     751    1    17     63    0 
   26193     319    1    13     76    0 
   26396     183    3    12     83    0 
   26442     746    3     2     94    0 
   26457     652    0    14     31    0 
   26494     309    3     9      7    0 
   26499     240    0    27    106    0 
   26622     569    3    24     73    0 
   26635     763    0    25    112    0 
   26642     217    1     6     40    0 
   26724     907    2     6     74    0 
   26802    1010    0    19    123    1 
   26840     323    0    24     15    0 
   26846     172    0     3     97    0 
   26848     542    1    12     21    0 
   26865     756    3    27     89    0 
   26925     405    0     7    105    0 
   27083     875    2    31      0    0 
   27093     503    0    24     52    0 
   27191     321    1     2    108    0 
   27191     550    1     9     96    0 
   27225     468    2    19     94    0 
   27248     790    2    27    127    1 
   27266     347    0     7    101    0 
   27406     496    0     5     33    0 
   27491     382    3     9     44    0 
   27707     384    2     4     72    0 
   27839     590    3     4     53    0 
   27850     836    1    15     80    0 
   27897     543    1    19     37    0 
   27950     681    3    23     89    0 
   27960     851    2    31     74    0 
   27989     294    3    22     69    0 
   28040     400    0    30     90    0 
   28167     943    3     7    127    2 
   28176     752    3     6    104    0 
   28238     299    2    12     47    0 
   28291     613    1    28     12    0 
   28312     340    1     6     14    0 
   28315     275    3    21     94    0 
   28333     403    3    11    119    0 
   28533     212    3     1     52    0 
   28571     898    2    24     14    0 
   28594     754    3     6     65    0 
   28606     398    2     7     30    0 
   28666     338    3    15      8    0 
   28776     652    2    29     54    0 
   28851     881    0    24     42    0 
   28864     259    2    23     10    0 
   29095     899    1    21     62    0 
   29333     378    1     7      5    0 
   29347     705    3     2    102    0 
   29453     314    3    10     99    0 
   29463     774    0     2     61    0 
   29496     250    0     1     74    0 
   29504     177    3     9    106    0 
   29626     623    0    28     98    0 
   29644     410    1    27     28    0 
   29678     543    2    18     19    0 
   29740     232    2    10     96    0 
   29854     196    3    31     78    0 
   29891     803    0    21     65    0 
   29993     388    0    27     30    0 
   30100     393    1     4     70    0 
   30159     716    2    19    120    0 
   30178     876    3    22     83    0 
   30187     482    2    10     88    0 
   30226     468    3     6     84    0 
   30289     458    0    16     16    0 
   30479     543    2    16    112    0 
   30543     615    3    15     68    0 
   30572     493    1    25     69    0 
   30823     760    3     4     60    0 
   30823    1006    3    30    118    1 
   30828     163    3     4     54    0 
   30891     537    1    29     37    0 
   31140     354    2    14     33    0 
   31143     345    3    18    119    0 
   31153     393    2    31     74    0 
   31221     273    3    26     54    0 
   31296     322    2     3     84    0 
   31324     577    0     0     30    0 
   31337     756    3    14    104    0 
   31394     668    3    15    123    0 
   31423     183    2    29     98    0 
   31500     366    0    19    118    0 
   31604     656    0    25     69    0 
   31700     445    3    25     74    0 
   31798     233    1    23     77    0 
   31919     791    2    15      1    0 
   32025     583    3     9     61    0 
   32029     642    1    24     55    0 
   32061     793    0    29     29    0 
   32135     260    1    29    124    0 
   32199    1023    2     7    127    1 
   32200     186    3    31      0    0 
   32392     658    0     5     75    0 
   32494     766    3    21    124    0 
   32584     428    3    30     30    0 
   32624     677    2     1     85    0 
   32743     778    2    14     56    0 
   32783     869    3     8      8    0 
   32942     637    0     7     28    0 
   33171     448    0     5     16    0 
   33290     425    1     7     28    0 
   33306     368    3    25     31    0 
   33312     407    2    10     30    0 
   33332     323    0    19     17    0 
   33486     873    1    14     21    0 
   33565     418    3    12     14    0 
   33594     464    0     9     63    0 
   33611     400    1    18    104    0 
   33643     585    1    11     99    0 
   33656     349    0    27     69    0 
   33660     250    2    26     74    0 
   33689     487    0     1    100    0 
   33690     537    0    18    123    0 
   33754     490    3     6     38    0 
   33802     240    2    26     36    0 
   33824     361    1    23    109    0 
   33874     416    0    19     39    0 
   33894     852    0     7    115    0 
   33894     598    1    31     50    0 
   33895     836    0    10     27    0 
   33914     876    0    15     77    0 
   33922     493    3     1     73    0 
   33924     530    3    28     17    0 
   34073     470    1     9     78    0 
   34226     644    0    22    117    0 
   34383     868    3    20     51    0 
   34410     427    3     1     63    0 
   34445     886    2    30     85    0 
   34452     166    2    22     91    0 
   34481     292    3     7     25    0 
   34509     636    2    28     66    0 
   34537     662    0    22    127    0 
   34666     842    0     3     47    0 
   34712     690    0     2     21    0 
   34780     201    0     5    123    0 
   34886     283    3    28     39    0 
   34915     528    0     4     55    0 
   34931     775    2    20     50    0 
   35038     400    1    26    120    0 
   35119     426    2    11     85    0 
   35150     440    2    13     74    0 
   35150     423    1    23    103    0 
   35276     554    3    28     29    0 
   35398     628    3    11     29    0 
   35495     414    1     2    107    0 
   35681     163    1     6    121    0 
   35721     626    0    11      1    0 
   35758     337    2    17     16    0 
   35775     188    0     8    102    0 
   35827     392    0     9     67    0 
   36163     369    0    25     61    0 
   36466     533    2     7     51    0 
   36516     900    2    14     59    1 
   36561     656    1    11     96    0 
   36720     291    3    26     96    0 
   36874     868    1    29    106    0 
   37139     476    1     9     78    0 
   37157     380    1    11      4    0 
   37187     307    2    20     62    0 
   37347     854    3    13    115    0 
   37424     331    1    14     47    0 
   37429     528    3     3     94    0 
   37430     202    0    15    113    0 
   37625     550    0    23     50    0 
   37642     384    3    10    110    0 
   37710     871    3    23     51    0 
   37744     294    2    17     14    0 
   37972     459    1     7     55    0 
   37977     572    3    23     36    0 
   38093     534    1    27     85    0 
   38096     454    0     0     79    0 
   38135     922    1     7    115    0 
   38139     426    1    10     15    0 
   38269     333    2     1     70    0 
   38349     355    3    23     74    0 
   38360     367    3     6    117    0 
   38377     436    1    27     34    0 
   38608     738    1     2     58    0 
   38655     623    0    13      5    0 
   38697     313    0     8     88    0 
   38849     885    1    15     11    0 
   38858     912    2    29     77    0 
   38880     361    3    18     96    0 
   38930     284    2     8     76    0 
   39047     475    2    17     18    0 
   39184     442    1     2     13    0 
   39340     745    3     2      7    0 
   39387     431    0    14     51    0 
   39451     538    2    22     21    0 
   39606     175    2     1     78    0 
   39743     833    3    28      3    0 
   39759     871    1    15     28    0 
   39821     400    0    31     77    0 
   39849     268    0    17     19    0 
   39860     451    1     6      5    0 
   39875     186    3    27     52    0 
   40318     221    0     4     24    0 
   40326     437    0     1     89    0 
   40418     526    3     1     12    0 
   40458     575    3    31     63    0 
   40532    1023    2     7    125    1 
   40561     223    1     5    116    0 
   40637     912    0    15     40    0 
   40641     560    0    30     41    0 
   40671     838    0    19     48    0 
   40716     755    2     2     37    0 
   40755     221    2    16    114    0 
   40777     354    0     3     77    0 
   40782     869    3    21    122    0 
   40783    1022    0    31    111    1 
   40812     391    2    27     28    0 
   40857     594    1    20     11    0 
   40879     240    1    28    114    0 
   40879     445    0    19     40    0 
   40881     882    3    29     67    0 
   40886     187    3    29     54    0 
   40916     380    2    14     66    0 
   40955     227    3    16     40    0 
   41044     195    1    30     46    0 
   41099     288    1    11     78    0 
   41142     310    3    26     60    0 
   41241     549    2     1     20    0 
   41283     575    3    20    118    0 
   41310     437    1    29     96    0 
   41393     744    0     7     40    0 
   41422     309    0    22    114    0 
   41438     590    0     4      5    0 
   41455     227    0    30    119    0 
   41478     316    3     4    126    0 
   41506     843    0    19    127    0 
   41519     604    1     4     35    0 
   41545     382    3    12    116    0 
   41554    1023    2    29    127    2 
   41556     208    0    13     38    0 
   41557     163    2    29    111    1 
   41743     621    3    29      4    0 
   41917     524    0     8     39    0 
   41953     180    3     9    112    0 
   41960     600    1    10     16    0 
   42046     926    2    19    123    1 
   42113     459    1    22    114    0 
   42155     154    2    28     65    0 
   42165     440    3    30     44    0 
   42231     599    3    16     70    0 
   42251     470    2     1     64    0 
   42271     782    2     8     43    0 
   42344     517    1    25    100    0 
   42381     265    2    11    101    0 
   42391     618    2     8    124    0 
   42483     180    1    30     29    0 
   42596     651    0     1     67    0 
   42668     792    2    25     89    0 
   42668     306    0     8     33    0 
   42668     306    2    18     46    0 
   42693     427    0     7     29    0 
   42788     660    2    11     22    0 
   42808     188    2    26     80    0 
   42863     460    0    19     41    0 
   42973     510    2     7     31    0 
   43012     185    2    31     17    0 
   43217     492    0    23     94    0 
   43318     335    2    15     87    0 
   43353     469    2     0      8    0 
   43358     787    1    17     50    0 
   43482     422    3    22    101    0 
   43548     480    2     4     21    0 
   43548     187    3    29     67    0 
   43570     196    1    27     53    0 
   43579     364    3    14     91    0 
   43598     448    1    15    122    0 
   43628     626    0    25     65    0 
   43674     633    3    28     89    0 
   43695     291    3    10      5    0 
   43720     492    0     5     14    0 
   43729     455    2     8     34    0 
   43816     254    0     4     81    0 
   43874     633    2     3     68    0 
   44112     185    0    15     42    0 
   44419     643    1    18     15    0 
   44419     884    1    15    110    0 
   44438     406    3    16     79    0 
   44454     627    1     5     11    0 
   44505     364    2    27     23    0 
   44515     564    1     5    115    0 
   44528     758    0    19     97    0 
   44675     286    2    19     17    0 
   44945     547    3     5      2    0 
   44988     878    1    12      9    0 
   44988    1010    0    23    127    3 
   44988     929    1     3     29    0 
   44989     557    1    17     60    0 
   44993     155    1    12      5    0 
   44993     195    1    23     96    0 
   45026     596    3    14    121    0 
   45033    1023    1    23    107    1 
   45039     909    2    29    100    0 
   45053     247    0    22     87    0 
   45086     938    1     1     41    0 
   45086    1023    0    11    125    1 
   45106     887    2    29     23    0 
   45121     876    3    27    121    0 
   45151     429    3    26     44    0 
   45226     598    0    27     53    0 
   45782     875    0    11     29    0 
   45782     272    0    19     86    0 
   45900     532    0    19     99    0 
   45917     853    2    12     90    0 
   45930     855    0    21     85    0 
   45999     927    1     6     67    0 
   46024     273    2     4     79    0 
   46026     657    3    27     81    0 
   46098     375    2    20     69    0 
   46153     281    3    31     11    0 
   46164     204    1     8    109    0 
   46174     394    0    23     86    0 
   46253     242    2    14     46    0 
   46312     362    0     9     21    0 
   46313     320    0    29     43    0 
   46376     403    1    17     78    0 
   46427     882    0    28    103    0 
   46449    1008    1    25    112    1 
   46481     216    3    25     33    0 
   46493     869    1    11     92    0 
   46522     495    3     9     28    0 
   46611     619    1     8     31    0 
   46632     502    2     8      1    0 
   46652     800    1    13     92    0 
   46698     336    3    19     80    0 
   46753     604    3    17    123    1 
   46781     313    2    10     32    0 
   46781     419    2    19     95    0 
   46893     498    1     2      8    0 
   46905     520    2     3     42    0 
   46918     373    1     6     23    0 
   46945     936    1     5     19    0 
   46950     189    2     6     83    0 
   47109     418    3    22    116    0 
   47155     665    0    17    108    0 
   47176     406    3     8     25    0 
   47197     220    1    23     95    0 
   47205     793    3     8    107    0 
   47235     468    3    31     40    0 
   47352     880    3    30    101    0 
   47516     925    1    17     46    0 
   47517     216    2    12     78    0 
   47531     259    1    29    122    0 
   47536     509    0    21     65    0 
   47577     839    0    31    104    0 
   47721     272    0    18     53    0 
   47972     250    0    31     33    0 
   48099     495    1    22     32    0 
   48144     636    0    18    125    0 
   48255     492    2    28     65    0 
   48357     289    2    25    102    0 
   48522     910    2    16    122    0 
   48522     867    1    11     87    0 
   48667     857    0    20    123    1 
   48789     867    1    26     87    0 
   48867     191    2     6    120    0 
   48888     308    0    19     77    0 
   48979     820    0    21      9    1 
   49124     379    0    26     70    0 
   49136     265    0    30     73    0 
   49156     268    1    13     22    0 
   49281     385    2    15     79    0 
   49289     213    0    18     26    0 
   49303     482    0     9     24    0 
   49308     271    1     6     63    0 
   49314     364    3     8     33    0 
   49336     551    1    16     78    0 
