# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single HED count.
#
# tus -- time of the count, microsecond
# ttk -- submicrosecond time of the count, in units of 1/36e6 s (which means 1/36 of a microsecond)
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# det -- detector of the count within the DAU (each DAU has three detectors: 0, 1, 2)
# typ -- type of the count: 0 corresponds to NORMAL event, 1 corresponds to FAST event
#
#
#
#    tus    ttk     erg   dau  det  typ
#
 140139     2     203    1    2    0 
 140253    20     280    3    1    0 
 140253    21      71    3    2    0 
 140259    13     135    1    0    0 
 140647     3      22    0    0    0 
 141091     3     371    2    2    0 
 141359    33      31    1    1    0 
 141598     7      40    0    2    0 
 141814     3     566    2    2    0 
 141939     4    1634    3    0    0 
 142176    20     485    1    2    0 
 142218    15      27    2    1    0 
 142489     4     125    1    0    0 
 142678    33      62    1    1    0 
 142934     7      56    0    1    0 
 143548    28      76    3    0    0 
 143720     2    1809    0    0    0 
 143720     8     161    0    1    0 
 143927    34    1710    3    0    0 
 144011    25      35    1    1    0 
 144159    11     123    3    0    0 
 144304    12    1641    3    1    0 
 144304    12    1754    3    2    0 
 144739    18      71    0    0    0 
 144898    15     310    1    1    0 
 145008    18     461    0    2    0 
 145033    24    1793    0    0    0 
 145033    28     194    2    2    0 
 145273    33      16    2    2    0 
 145273    34     185    3    2    0 
 145273    34     316    3    0    0 
 145273    34     472    2    0    0 
 145273    35     765    2    1    0 
 145273    35      36    3    1    0 
 145278    14     291    0    0    0 
 145278    14     236    0    1    0 
 146047    20      21    2    0    0 
 146231     2    1900    0    2    0 
 146231     2    1840    0    1    0 
 146231     8     371    1    0    0 
 146415     0      75    0    2    0 
 146560    31    1576    0    2    0 
 146560    35      70    2    0    0 
 146820    25      30    2    1    0 
 146884    32     224    3    2    0 
 146884    33     287    3    0    0 
 146884    34      39    1    2    0 
 147124    11      57    0    1    0 
 147155    28    1668    2    0    0 
 147155    29    1519    2    1    0 
 147155    35      35    3    2    0 
 147278    33     121    3    2    0 
 147299    11    1774    3    0    0 
 147336    27      26    2    0    0 
 147390    26     164    1    2    0 
 147508    34      42    0    2    0 
 147508    34     386    1    0    0 
 147525     4      64    2    2    0 
 147525     4      51    3    1    0 
 147525     5      30    2    1    0 
 148393    11     416    2    1    0 
 148393    13      37    0    0    0 
 148644    30    1688    0    1    0 
 148644    30    1791    0    2    0 
 148644    33      42    1    0    0 
 148644    35     511    1    1    0 
 148821     7     228    2    2    0 
 148858    16      59    0    0    0 
 149236    25      84    1    0    0 
 149236    26      87    0    1    0 
 149330    10      21    0    1    0 
 149696    32      22    0    2    0 
 149962    30      60    0    1    0 
 150170    18      42    2    1    0 
 150170    19     628    2    2    0 
 150298    29     111    2    0    0 
 151196    14      86    2    0    0 
 151274    18      17    2    1    0 
 151274    20      27    2    0    0 
 151320    33      34    3    2    0 
 151784    14      50    3    1    0 
 151784    16     263    3    0    0 
 151784    17     132    1    2    0 
 151784    17     285    3    2    0 
 152122    32      41    0    0    0 
 152591    10    1453    2    0    0 
 152591    14    1056    3    2    0 
 152958    12    1887    1    2    0 
 152958    12    1795    1    0    0 
 152958    12    1851    1    1    0 
 152958    17     294    3    2    0 
 152958    18     281    0    2    0 
 152958    18    1087    0    0    0 
 152958    18      41    0    1    0 
 152996     0      23    0    2    0 
 153188    18      18    2    0    0 
 153670     9    1331    1    0    0 
 153711     1      26    2    2    0 
 153729    22    1441    2    1    0 
 153729    25      33    2    0    0 
 153875    32    1672    1    0    0 
 153876     0      39    1    1    0 
 153876     1      90    3    2    0 
 154477     0      87    2    2    0 
 154566    26      75    1    2    0 
 154659     7      42    2    0    0 
 154683    23     209    3    2    0 
 155379     8      47    0    2    0 
 155379     8     272    0    1    0 
 155467    12      55    0    1    0 
 155467    14      67    0    0    0 
 155877    18    1768    3    0    0 
 155877    19    1706    1    2    0 
 155888     6      89    2    2    0 
 155929     8    1880    3    0    0 
 155929     8    1736    3    1    0 
 155929    14     109    3    2    0 
 156052    24    1857    1    2    0 
 156052    30      38    3    2    0 
 156385    23      30    2    1    0 
 156804    32      36    0    0    0 
 156860    24      35    3    0    0 
 157279     3     251    3    0    0 
 157318    18    1859    3    2    0 
 157646    35     413    3    0    0 
 158198    14    1592    1    0    0 
 158720    16      43    0    0    0 
 158884    13      48    2    0    0 
 159298     4     538    3    1    0 
 159298     5     279    3    0    0 
 159422    13      71    0    2    0 
 159711     9    1855    0    1    0 
 159711    10    1698    0    0    0 
 159711    14    1338    0    2    0 
 159711    16     836    1    0    0 
 159935    34     170    0    0    0 
 160398    17      22    0    1    0 
 160568    15      36    0    0    0 
 161616    31    1589    1    0    0 
 161616    33    1450    3    0    0 
 161616    35      48    0    2    0 
 161617     0     411    3    1    0 
 161617     0     114    3    2    0 
 161966     4      44    0    1    0 
 161966     9      52    0    2    0 
 161966    13      22    2    0    0 
 162162     3      24    0    0    0 
 162424     2    1658    2    0    0 
 162424     7      72    1    0    0 
 162424     8     918    0    2    0 
 162617    28      18    2    2    0 
 163031    15      26    2    0    0 
 163349     4     148    3    0    0 
 163454    17      34    0    0    0 
 163479    23      35    3    0    0 
 163543    15    1614    2    1    0 
 163543    20      46    0    2    0 
 163543    20     350    2    2    0 
 163543    21      46    2    0    0 
 163543    22     749    0    1    0 
 163605    18     221    3    0    0 
 163618    16     104    0    1    0 
 163951    24     191    2    2    0 
 163975    26    1955    3    0    0 
 163975    26    1760    3    1    0 
 163975    32     261    2    0    0 
 163975    33     248    3    2    0 
 164523    26      38    2    0    0 
 164523    27      62    2    1    0 
 165245    20      35    3    2    0 
 165353    11     170    3    1    0 
 166032    14      38    2    2    0 
 166323    28      62    0    1    0 
 166323    30      69    0    2    0 
 166426    10      91    3    0    0 
 166619    32      32    0    0    0 
 167658    34     109    0    2    0 
 167718    10    1612    3    2    0 
 167824    19     797    0    2    0 
 167851     8      52    1    2    0 
 167921    32    1644    1    0    0 
 167922     1      86    0    1    0 
 167922     1     175    1    2    0 
 167957     7      36    0    0    0 
 168038    16      53    0    0    0 
 168540     0    1728    3    0    0 
 168540     0    1839    1    0    0 
 168540     1    1716    1    2    0 
 168540     4      66    3    1    0 
 168540     5      63    2    0    0 
 168540     5      66    3    2    0 
 168540     6      68    0    1    0 
 168540     6      20    2    1    0 
 168540     7     126    0    2    0 
 168540     7     928    1    1    0 
 169178    34    1676    1    1    0 
 169179     3      39    3    0    0 
 169179     4     614    1    0    0 
 169295    18    1554    1    2    0 
 169305    15      55    2    2    0 
 169306    15      32    0    0    0 
 169368    26    1911    3    2    0 
 169368    27    1819    0    2    0 
 169368    31      54    0    1    0 
 169368    31      85    2    1    0 
 169368    31     290    3    0    0 
 169368    31     259    3    1    0 
 169368    32     275    2    0    0 
 169459    13    1545    3    1    0 
 169459    19     810    3    2    0 
 169545    26      96    3    2    0 
 169550     2     173    3    2    0 
 170557     8      44    3    0    0 
 170645     0    1349    3    2    0 
 170740     6      31    1    1    0 
 170757    20      29    0    0    0 
 170962    23      81    0    1    0 
 171106     3      43    2    1    0 
 171106    18      16    2    2    0 
 172098     0      60    1    0    0 
 172273    33      21    2    2    0 
 172597    17     312    3    0    0 
 172633    20    1724    1    0    0 
 172633    25     345    0    2    0 
 172633    26     763    1    1    0 
 172913    16      70    2    1    0 
 172975    11      79    1    1    0 
 173225    12      35    0    2    0 
 173295    34     589    0    0    0 
 173295    34      72    0    1    0 
 173474    22    1754    1    2    0 
 173527     4     194    3    2    0 
 173558     9     135    0    1    0 
 173580    28    1322    2    0    0 
 173580    30     709    2    1    0 
 173966     1     155    2    0    0 
 174341    22     797    3    1    0 
 174391    23      33    3    1    0 
 174458     6     153    0    0    0 
 174458     6      64    1    1    0 
 174458     6      86    2    2    0 
 174458     6      68    3    2    0 
 174522    18      86    0    0    0 
 174522    19     521    0    1    0 
 174522    21      16    2    1    0 
 174717     9      20    2    0    0 
 174909    16     147    0    0    0 
 175070    25    1749    0    0    0 
 175148    16      43    2    2    0 
 175189    14     101    0    2    0 
 175192     5      61    3    1    0 
 175331     8    1636    2    1    0 
 175434    28      44    3    0    0 
 175509    29    1499    2    1    0 
 175509    33     515    2    2    0 
 175868     3     137    3    0    0 
 175954     5    1859    2    2    0 
 175954    10    1219    2    1    0 
 175954    12     128    3    0    0 
 175954    12      84    2    0    0 
 175956     8      88    2    2    1 
 176088    13     183    3    0    0 
 176262     3      63    2    2    0 
 176503     0      87    1    0    0 
 176503     3      38    0    2    0 
 176630     1     128    0    0    0 
 177055    17     101    2    2    0 
 177221    17    1351    3    2    0 
 177248    34     478    0    2    0 
 177427    14     237    1    1    0 
 178070    18    1749    1    0    0 
 178219    15     142    1    2    0 
 178219    15      95    2    1    0 
 178219    15     133    3    1    0 
 178219    16     451    0    0    0 
 178219    16     802    0    1    0 
 178219    16     211    0    2    0 
 178219    17      36    1    0    0 
 178219    17      44    2    0    0 
 178219    17      61    3    0    0 
 178219    17      35    1    1    0 
 178517    35     122    0    1    0 
 178518     0    1029    0    2    0 
 178518     2      18    2    2    0 
 178695    31      39    3    0    0 
 178695    31      74    3    1    0 
 179536    12     200    3    2    0 
 179536    13      96    0    2    0 
 179536    14     119    2    0    0 
 179536    17      98    1    0    0 
 179568     3     117    0    0    0 
 179681    21      92    0    2    0 
 179875     6      57    1    0    0 
 179875     8     232    2    0    0 
 180147    16      24    2    1    0 
 181069     2    1539    2    0    0 
 181265    31      77    3    0    0 
 181437    15      22    0    1    0 
 181636    24      81    0    0    0 
 181677    27     133    0    0    0 
 181851    12    1702    0    0    0 
 181982    15    1830    0    0    0 
 181982    16    1603    2    1    0 
 181982    21      96    3    2    0 
 181982    21     545    2    2    0 
 181982    22      35    2    0    0 
 182099    12      60    3    2    0 
 182099    12     139    1    1    0 
 182497    32     764    2    0    0 
 182650    12    1539    3    1    0 
 182650    14      34    3    0    0 
 182650    17      57    1    1    0 
 183113    25    1408    1    0    0 
 183113    27     162    3    2    0 
 183113    29      33    1    1    0 
 183403    22      37    3    0    0 
 183413    35    1495    2    2    0 
 183605     2     244    3    2    0 
 183691    35      35    1    2    0 
 183797     9     159    1    0    0 
 183963    32      23    2    0    0 
 184728     0    1730    3    0    0 
 185143     6     154    1    0    0 
 185290    25    1895    3    2    0 
 185290    30     224    3    1    0 
 185290    31     356    1    0    0 
 185290    31     262    1    1    0 
 185360    14    1615    2    0    0 
 185739    15      32    1    1    0 
 185915     1     121    2    2    0 
 186051    20    1866    3    2    0 
 186096     1      38    3    0    0 
 186543    14    1708    1    0    0 
 186631    13     154    3    0    0 
 186940    10    1838    3    0    0 
 186940    14      82    3    2    0 
 186940    17     375    1    1    0 
 186943     4     135    3    1    0 
 187048    21      38    3    1    0 
 187224     2    1671    1    0    0 
 187401    10    1686    2    2    0 
 187552     8      37    3    2    0 
 188353    33    1703    2    0    0 
 188353    33    1580    2    1    0 
 188736     8      25    2    2    0 
 189101     7    1637    0    1    0 
 189357     8      75    2    2    0 
 189357     8     130    3    2    0 
 189357     9      92    1    0    0 
 189357    11      19    2    0    0 
 189397    32    1545    3    1    0 
 189397    35    1229    2    1    0 
 189600     7     165    0    2    0 
 189827    33    1619    1    1    0 
 189827    35    1441    1    2    0 
 189872    30     293    0    2    0 
 190179     6      18    2    0    0 
 190199    34    1619    2    2    0 
 190200     5      25    0    1    0 
 190226    14      32    3    2    0 
 190532    32      89    0    1    0 
 190598    28      21    0    1    0 
 190606     1    1709    1    1    0 
 190606     6     122    1    0    0 
 191231     7      31    1    0    0 
 192293    15    1661    1    0    0 
 192293    19     298    0    2    0 
 192293    19     114    0    0    0 
 193118    27     109    2    1    0 
 193759    27    1528    2    1    0 
 193870    35      53    0    2    0 
 193896    17      46    2    2    0 
 193899    10      57    1    0    0 
 194290    32     231    1    0    0 
 194356    29      34    0    1    0 
 194522    33     133    2    0    0 
 194693    23     104    3    1    0 
 194696    32      53    0    0    0 
 194696    32     190    2    2    0 
 194880    27      17    2    1    0 
 194994    27      43    1    2    0 
 195172    23    1294    2    0    0 
 195172    23     369    3    2    0 
 195172    24    1131    1    0    0 
 195201    19      22    0    0    0 
 195267     2    1699    2    2    0 
 195267     3    1609    2    1    0 
 195267     4    1513    2    0    0 
 195460    29     155    3    1    0 
 195623    23    1742    3    0    0 
 195623    28      38    3    1    0 
 195623    29      82    1    2    0 
 195623    30      42    1    0    0 
 195869    27      24    2    1    0 
 196115    29      45    2    2    0 
 196224    30      38    2    0    0 
 196295    18      45    1    0    0 
 196588    18     170    2    2    0 
 196800    35      78    0    1    0 
 196853    12    1796    1    0    0 
 196853    15    1419    2    2    0 
 196853    18      21    0    1    0 
 196853    18     716    3    1    0 
 196853    18      39    1    1    0 
 196853    19     457    0    2    0 
 196869    18    1843    0    2    0 
 196869    24      57    2    1    0 
 196869    27     153    1    0    0 
 197037     6     206    3    2    0 
 197264    26    1802    1    0    0 
 197264    26    1988    0    2    0 
 197420    23      91    3    1    0 
 197420    23     138    2    0    0 
 197420    24     129    3    2    0 
 197420    24     309    3    0    0 
 197593     8    1817    3    1    0 
 197593     9    1928    3    2    0 
 197593    15     150    3    0    0 
 197707    27      50    3    1    0 
 197707    29      41    0    2    0 
 198107    19      31    1    1    0 
 198383     7      33    1    1    0 
 198475    16    1675    0    2    0 
 198475    21      36    2    2    0 
 198623    18    1641    3    1    0 
 198623    23     108    3    2    0 
 198623    24     502    3    0    0 
 198979     9      21    2    0    0 
 199439    28     209    3    1    0 
 199439    28      40    1    0    0 
 199439    28     160    1    1    0 
 199439    28     168    3    2    0 
 199439    29    1002    1    2    0 
 200121     0     149    1    0    0 
 200211    30    1657    3    1    0 
 200211    30    2011    3    2    0 
 200211    35     147    3    0    0 
 200212     0     404    1    0    0 
 200212     2     781    1    1    0 
 200212     2      93    1    2    0 
 200494    14     604    1    2    0 
 200816    15     195    1    2    0 
 200969    20    1595    3    1    0 
 201246    14      51    2    0    0 
 201483    23    1821    0    1    0 
 201483    28     207    0    2    0 
 201483    30      41    1    0    0 
 201742    35     216    3    2    0 
 201743     0     114    1    0    0 
 201764     8      86    3    0    0 
 201943    31     122    0    2    0 
 202426     7     237    1    2    0 
 202569     5    1783    3    1    0 
 202569     6    1736    1    2    0 
 202569     6    1831    3    0    0 
 202569    11     173    1    1    0 
 202569    12      96    3    2    0 
 202633    21    1432    3    0    0 
 203701    31      47    3    1    0 
 204396    33    1606    2    0    0 
 204396    34    1726    3    2    0 
 204397     2     175    1    1    0 
 204397     2     281    1    2    0 
 204397     2      96    1    0    0 
 204447     6    1517    3    0    0 
 205776    11      73    0    2    0 
 207183    11    1628    1    1    0 
 207183    17     146    1    0    0 
 207183    18      54    1    2    0 
 207461    32      39    1    1    0 
 207642    16      61    0    0    0 
 207809    12     169    0    1    0 
 208110    13    2106    1    2    0 
 208110    14    2010    0    2    0 
 208110    14    1735    1    0    0 
 208110    14    1646    1    1    0 
 208110    18      77    3    1    0 
 208110    20      84    0    1    0 
 208110    20     137    3    0    0 
 208114    16     337    0    2    1 
 208240    24      28    0    2    0 
 208660    17    1785    1    0    0 
 208660    18    1864    0    2    0 
 208660    22      86    3    2    0 
 208660    23      35    3    1    0 
 208759     2      86    1    1    0 
 209394    32      22    0    1    0 
 209415    33    1544    3    0    0 
 209416     0     286    2    2    0 
 209416     1     115    1    2    0 
 209435    10    1246    2    2    0 
 209437     2      72    2    2    1 
 209687    15      34    0    0    0 
 209762     4      40    1    1    0 
 210087    24      55    0    1    0 
 210266    28    1737    3    0    0 
 210267     0      33    3    1    0 
 210309    35     399    3    2    0 
 210309    35     465    3    1    0 
 210327    11      98    3    2    0 
 210766    35     136    2    2    0 
 210800    32    1486    0    1    0 
 210979     1      23    2    2    0 
 211663    31    1457    2    2    0 
 211731    35     659    3    0    0 
 211950    24      19    2    0    0 
 212545     0      32    0    2    0 
 213622    24     445    0    2    0 
 213676    12      21    0    1    0 
 213749    19      67    2    2    0 
 213848     4      78    1    2    0 
 213870    26     279    2    2    0 
 213870    27      61    2    0    0 
 213870    29      16    2    1    0 
 214028    22      87    0    0    0 
 214213    32      36    3    2    0 
 214475    20    1651    1    2    0 
 214681    24      49    1    0    0 
 214742    28     748    1    2    0 
 214946    28      60    3    2    0 
 214977    23      82    0    0    0 
 215257    31     125    2    1    0 
 215347    26      24    0    2    0 
 215347    26      38    0    1    0 
 215347    27      85    1    0    0 
 215548    24      65    0    0    0 
 215724     4     131    0    0    0 
 215828    28      72    3    2    0 
 216070    28    1820    0    1    0 
 216070    34     339    0    0    0 
 216070    35     252    0    2    0 
 216459     8    1766    3    0    0 
 216485    34     113    0    2    0 
 216518    34      37    2    2    0 
 216626    25      70    0    0    0 
 216735     4    1420    2    2    0 
 216735     7     104    2    1    0 
 216735     8      57    2    0    0 
 216735    10      38    3    2    0 
 216763    22    1575    3    1    0 
 216763    28     661    3    2    0 
 217015    11      19    2    0    0 
 217080    30      24    2    0    0 
 217318     0     224    1    0    0 
 217587    34    1351    2    2    0 
 217595    16      63    0    1    0 
 218648     9      24    2    2    0 
 218860    22      28    0    1    0 
 218860    32      32    0    0    0 
 218999    22      43    1    1    0 
 219043    28      73    1    0    0 
 219416    16    1248    2    2    0 
 219416    17     418    0    0    0 
 219416    18      48    3    1    0 
 219481    31      45    1    2    0 
 219620    10    1682    0    0    0 
 219620    10    1763    0    1    0 
 219620    15     142    0    2    0 
 219638    28    1473    0    2    0 
 219638    30     299    3    2    0 
 219773    29      36    2    2    0 
 219802    21      31    1    1    0 
 219893    14    1597    2    1    0 
 219893    15    1823    0    2    0 
 219893    16    1508    2    2    0 
 219893    19     622    3    1    0 
 219893    20     543    3    2    0 
 219893    22      20    2    0    0 
 219898    29     625    0    2    1 
 219898    34     209    0    1    0 
 219954    31      18    2    1    0 
 220626    25      68    0    0    0 
 220813    18      73    1    2    0 
 221200     9     106    1    0    0 
 221256     8    1677    3    0    0 
 221256    11     205    0    0    0 
 221611    26      72    3    1    0 
 221832     6    1460    1    1    0 
 221868    13      36    3    2    0 
 221891    33    1646    2    1    0 
 221891    33    1747    0    0    0 
 221892     1      71    0    1    0 
 221895     7      70    2    1    1 
 222111    26     538    1    1    0 
 222802    14     152    3    0    0 
 222827    26    1834    1    2    0 
 222827    31      52    3    1    0 
 222827    31      92    1    1    0 
 223291    28      26    2    1    0 
 223348    35      60    0    2    0 
 223754    26     601    0    0    0 
 223754    26      41    2    1    0 
 223754    28      55    2    2    0 
 224068    32      44    1    0    0 
 224191    29      35    1    0    0 
 224527    16      35    3    2    0 
 224587    14      93    3    0    0 
 224775    21     115    2    1    0 
 224871     2      22    0    0    0 
 225190    28     266    0    0    0 
 225190    29      52    0    1    0 
 225379    13     198    1    2    0 
 225473     6    1167    1    1    0 
 225719    25    1344    0    0    0 
 225733    21      98    1    2    0 
 226641    30      16    2    0    0 
 226774    14    1406    0    1    0 
 226794     0      22    0    2    0 
 226901    10     651    1    1    0 
 227042    14     215    3    1    0 
 227116    17     135    0    0    0 
 227359    16     126    0    0    0 
 227359    17      23    0    1    0 
 228175    17      65    0    0    0 
 228306    18    2039    0    2    0 
 228306    19    1730    1    1    0 
 228306    19    1789    0    1    0 
 228306    19    1833    1    0    0 
 228306    20    1741    1    2    0 
 228306    24     444    3    1    0 
 228306    26      25    0    0    0 
 228309     2     147    1    1    1 
 228309    24     169    0    0    0 
 228566    18      35    2    0    0 
 228566    20      17    2    1    0 
 228906    14    1463    2    1    0 
 228906    16      40    2    2    0 
 228906    19      73    0    1    0 
 228906    20    1077    1    0    0 
 228967    30      40    2    0    0 
 229019    16      60    2    0    0 
 229019    16     987    2    1    0 
 229160    25      37    2    0    0 
 229160    25     736    3    2    0 
 229275    21     232    3    1    0 
 229275    22    1154    3    0    0 
 229575    27      55    1    2    0 
 230965     6    1742    3    2    0 
 230965     7    1423    2    0    0 
 230965    11      66    0    2    0 
 231081    34      27    0    0    0 
 231393    16    1546    0    1    0 
 231393    16    1365    2    1    0 
 231393    19      32    2    2    0 
 231393    19      56    2    0    0 
 231816    16     204    1    2    0 
 231976    16      75    0    2    0 
 231983    12      20    2    2    0 
 232689    14      88    0    0    0 
 233010    28     129    1    1    0 
 233079    19      46    2    1    0 
 233484    35     276    2    0    0 
 233683    20      70    2    1    0 
 234295     8    1654    2    1    0 
 234295    10    1550    2    0    0 
 234295    13      34    3    1    0 
 234295    14     253    2    2    0 
 234846    14    1983    0    2    0 
 234846    20    1007    1    0    0 
 234846    20    1001    1    1    0 
 234846    24      17    2    0    0 
 234928     9     104    3    2    0 
 235278    13      60    3    2    0 
 235522    18    1707    0    0    0 
 235547    12     321    1    2    0 
 235822    32      53    3    1    0 
 235822    32     235    0    1    0 
 235822    33      78    2    0    0 
 236155    30      39    0    1    0 
 236155    31     163    0    0    0 
 236345    28    1705    0    0    0 
 236345    29    1675    0    1    0 
 236345    29    1841    0    2    0 
 236544     2      49    1    1    0 
 237502    10      71    2    1    0 
 237746    13      30    0    0    0 
 237759     3      18    2    2    0 
 237759     7      16    2    1    0 
 237844    18      29    2    1    0 
 237844    20     151    3    0    0 
 237844    20      58    2    0    0 
 237844    22      33    3    2    0 
 238219    16     256    3    1    0 
 238219    17      59    3    0    0 
 238731    11      34    0    0    0 
 238731    12     274    1    0    0 
 238731    12     167    1    1    0 
 238731    13    1024    0    1    0 
 238731    13     406    0    2    0 
 239061    15      62    0    1    0 
 239355    26      65    3    2    0 
 239427    15      26    0    2    0 
 239427    17      32    3    2    0 
 239474     6      64    0    2    0 
 239543     3     247    1    0    0 
 240156    21      36    3    1    0 
 240171    31    1639    3    1    0 
 240206    21      49    3    2    0 
 240243    34     415    1    2    0 
 240552     8     233    3    0    0 
 240768     3     123    1    2    0 
 240868    11    1494    3    2    0 
 241014    33    1776    0    0    0 
 241015     4      66    0    1    0 
 241083    25      42    1    1    0 
 241392    31      21    0    2    0 
 241432    32    1453    1    0    0 
 241432    34     133    1    1    0 
 241454    17      53    3    1    0 
 241454    18     412    1    2    0 
 241454    18     623    3    2    0 
 241454    19     179    1    1    0 
 241454    20     113    1    0    0 
 241847    17      60    0    0    0 
 241847    20      19    2    0    0 
 242235    25     120    3    2    0 
 242518    18      20    2    0    0 
 242522    17      87    0    0    0 
 242719    15      59    0    1    0 
 242794    31    1587    2    1    0 
 242795     0      62    2    0    0 
 243613     8      45    3    0    0 
 243627    33    1908    3    2    0 
 243727     4      37    0    0    0 
 243995    28      93    3    2    0 
 244298    28      29    0    0    0 
 244859     1      60    3    0    0 
 246010    21      61    3    1    0 
 246549    13     763    3    1    0 
 246549    14     899    2    0    0 
 246549    15      40    3    2    0 
 246718    17     706    3    0    0 
 246920    14    1866    3    2    0 
 246920    16    1522    3    1    0 
 246921    12    1024    0    0    0 
 247152     1     202    0    1    0 
 247220    18      23    0    1    0 
 247360    35      34    0    0    0 
 247468    21    1759    1    0    0 
 247468    24    1693    0    2    0 
 247468    28     736    1    1    0 
 247468    31      41    1    2    0 
 247532    35      67    2    2    0 
 247740     0      37    0    2    0 
 247740     0     114    1    0    0 
 247771    14     146    0    2    0 
 247771    14      43    2    1    0 
 247771    16      40    1    0    0 
 248238     7    1894    1    0    0 
 248238    15      21    0    2    0 
 248436    16    1856    0    1    0 
 248436    16    1929    0    0    0 
 248436    21      56    0    2    0 
 248436    22      50    2    2    0 
 248438    16     310    1    0    0 
 248438    17     513    0    2    0 
 248504     2      29    0    1    0 
 248504     4      27    2    2    0 
 248806    35    1381    3    1    0 
 248807     0    1409    3    2    0 
 248807     1      67    3    0    0 
 249006     2      49    1    2    0 
 249018    16      51    2    2    0 
 249018    18      32    3    2    0 
 249769    22    1742    1    1    0 
 249769    22    1692    3    1    0 
 249769    23    1847    0    1    0 
 249769    27    1533    0    2    0 
 249769    28     489    3    2    0 
 249769    29      56    2    0    0 
 249769    29     499    1    2    0 
 249769    29      30    2    1    0 
 249769    29     133    1    0    0 
 249769    29     788    3    0    0 
 249921    19      38    1    1    0 
 249955    31     139    3    1    0 
 250292    13    1919    3    2    0 
 250292    19     118    2    0    0 
 250393    31      25    0    2    0 
 250905    35      31    2    2    0 
 251094    15      25    0    2    0 
 251094    23     124    1    0    0 
 251363    23      87    0    0    0 
 251363    24      33    2    2    0 
 251363    24      26    2    1    0 
 251776    22     378    3    2    0 
 251858     8      38    3    0    0 
 251874    27     504    0    1    0 
 252379     5     223    1    0    0 
 252550    12     325    2    1    0 
 253051     4     211    3    0    0 
 253146    32      75    2    0    0 
 253408    32     410    2    2    0 
 253671     9    1898    3    2    0 
 253671    10    1592    3    1    0 
 253671    13     165    3    0    0 
 253671    14      80    1    1    0 
 253671    16      31    1    0    0 
 254230     1      68    1    0    0 
 254438     7    1834    1    2    0 
 254438     8    1972    3    2    0 
 254438     9    1614    3    1    0 
 254438    12      29    2    1    0 
 254438    13     564    2    0    0 
 254438    14     125    1    1    0 
 254438    15     183    3    0    0 
 254604    33    1674    0    0    0 
 254605     1      92    2    1    0 
 254605     2      68    2    2    0 
 255023    10    1774    3    0    0 
 255165     2      57    0    0    0 
 256366    12     102    1    1    0 
 256366    14    1054    1    2    0 
 256366    14      74    1    0    0 
 256366    16      36    0    1    0 
 256460    20    1784    1    0    0 
 256460    20    1938    0    2    0 
 256460    20    1682    1    1    0 
 256460    24     105    3    1    0 
 256460    25      58    2    2    0 
 256460    25     390    0    0    0 
 256460    25     191    2    0    0 
 256460    26      36    3    0    0 
 256727    25     773    1    0    0 
 256960     9      33    1    0    0 
 257304    16     105    3    1    0 
 257462    31      67    1    0    0 
 257712    25      65    2    0    0 
 257777     4      38    3    2    0 
 257879    11    1656    0    0    0 
 257911    16    1607    3    1    0 
 257911    21      28    0    2    0 
 257911    21      30    2    0    0 
 257911    22      60    3    0    0 
 257955    10    1368    2    2    0 
 258413     8      55    1    2    0 
 258820     3     776    3    1    0 
 258820     4    1041    3    2    0 
 259087    25      31    0    1    0 
 259087    26     751    2    2    0 
 259184     1     101    1    0    0 
 259184     1      54    0    2    0 
 259619    28     757    0    0    0 
 259775    29      74    1    1    0 
 259801    27      37    2    0    0 
 260901    27      40    2    0    0 
 261145    11     260    3    1    0 
 261378    27     140    3    1    0 
 261378    28     728    1    0    0 
 261378    28      62    3    2    0 
 261378    29      17    2    0    0 
 261475    24      19    2    2    0 
 261815    21     335    2    0    0 
 262632    28      44    1    2    0 
 262632    30     212    3    1    0 
 263140    23      55    0    2    0 
 263348    16      93    1    1    0 
 263987    32      63    2    1    0 
 264136     8      37    1    1    0 
 264491    29      23    0    1    0 
 264767     9     130    0    2    0 
 265242     2      71    0    2    0 
 265340    31     158    0    2    0 
 265671    33     103    1    0    0 
 265671    33     134    1    1    0 
 265998    33      23    0    0    0 
 266069     0      47    1    1    0 
 266092     4      77    0    0    0 
 266183    21     158    3    2    0 
 266302    15    1829    0    2    0 
 266302    19      42    3    2    0 
 266302    20     116    2    1    0 
 266302    20      35    0    1    0 
 266302    21      58    1    0    0 
 266458     7      74    0    0    0 
 266481    32      19    2    2    0 
 266573    17    1749    0    0    0 
 266573    22      59    2    2    0 
 266830    29      39    1    2    0 
 267028     6    1604    1    0    0 
 267028    10     266    3    2    0 
 267028    11     646    3    1    0 
 267778    26     100    0    0    0 
 267802     1      62    2    2    0 
 267824     6      40    1    2    0 
 267903     0      21    0    1    0 
 267963    18    1381    0    1    0 
 267963    20     234    0    2    0 
 268012    21      36    1    0    0 
 268171    35     138    1    1    0 
 268478     2    1927    1    0    0 
 268478     3    1627    1    1    0 
 268478     7     208    3    1    0 
 268478     7     300    0    2    0 
 268478    12      19    2    0    0 
 268981    27     308    0    0    0 
 269122    35      50    1    0    0 
 269181     8     542    2    0    0 
 269335    11     131    1    1    0 
 269335    12      33    0    2    0 
 269335    12     108    1    0    0 
 269870    16     100    0    0    0 
