# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single HED count.
#
# tus -- time of the count, microsecond
# ttk -- submicrosecond time of the count, in units of 1/36e6 s (which means 1/36 of a microsecond)
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# det -- detector of the count within the DAU (each DAU has three detectors: 0, 1, 2)
# typ -- type of the count: 0 corresponds to NORMAL event, 1 corresponds to FAST event
#
#
#
#    tus    ttk     erg   dau  det  typ
#
-585936    12      36    3    0    0 
-585897    12    1628    1    1    0 
-585897    17     965    1    2    0 
-585796    11      37    1    0    0 
-585782    35    1164    2    1    0 
-584458    26     132    3    0    0 
-584434    24      39    3    2    0 
-584059     0    1714    1    1    0 
-584059     0    1803    3    2    0 
-583892    34     636    3    1    0 
-583805    14      34    1    1    0 
-583739    24    1739    1    0    0 
-583739    26    1771    0    2    0 
-583739    28      39    3    2    0 
-583739    29      72    2    1    0 
-583739    29      31    1    1    0 
-582755    33     144    2    1    0 
-582754     1      29    2    0    0 
-582654    29      37    3    0    0 
-582591    18    1561    0    0    0 
-582573     1      42    1    1    0 
-582498    18    1501    2    2    0 
-582354    24     715    2    2    0 
-582232    11     924    3    0    0 
-582215    10      46    0    2    0 
-581464    10    1400    2    1    0 
-581385    22     215    0    0    0 
-581225    10    1886    3    0    0 
-581225    10    1661    3    1    0 
-581225    18      34    1    2    0 
-581190    35      22    0    0    0 
-580677     0      31    2    2    0 
-580392    32      29    2    2    0 
-580221    33      44    1    2    0 
-579826    34    1715    0    0    0 
-579686    30      53    2    0    0 
-579521    13    1704    3    1    0 
-579521    19      34    1    1    0 
-579521    19     474    3    0    0 
-579244    23    1754    0    1    0 
-579244    28     283    0    0    0 
-579005    17      42    3    0    0 
-578821     6    1522    0    1    0 
-578526    22      59    1    0    0 
-578370     5    1656    0    1    0 
-577753    22      57    2    1    0 
-577736     3      17    2    2    0 
-577701    20      92    3    2    0 
-577659    29    1634    3    1    0 
-577659    33      95    1    2    0 
-577659    33    1262    3    0    0 
-577659    35      40    3    2    0 
-577596    24      51    1    1    0 
-577418    15     137    2    1    0 
-577038    32      35    1    1    0 
-576813    34      25    0    0    0 
-576813    34      55    0    1    0 
-576806    15     112    1    1    0 
-576313     2      16    2    1    0 
-576222     4      93    1    0    0 
-576155    31    1807    0    0    0 
-575778    20     312    0    2    0 
-575144    31     139    3    0    0 
-574819    25      55    3    2    0 
-574514    25      83    2    0    0 
-574210    10     782    1    1    0 
-573762     7      39    1    1    0 
-573332    23    1462    2    1    0 
-573332    28     550    2    0    0 
-572525    17     329    1    2    0 
-572119    14    1745    0    0    0 
-571751     4      45    1    2    0 
-571592     1    1763    2    2    0 
-571592     7      93    2    1    0 
-571589     2      76    2    2    1 
-571470    12      68    1    1    0 
-571356    20    1489    1    0    0 
-570814    12    1533    1    1    0 
-570621    12      66    0    0    0 
-570274    34     122    3    2    0 
-569191    21      56    0    2    0 
-568932     4      33    3    1    0 
-568840    16     227    2    0    0 
-568840    17     475    1    0    0 
-568779    17     132    0    1    0 
-568749    34     300    3    2    0 
-568749    35    1587    2    2    0 
-568748     0     183    3    1    0 
-568748     3      59    2    0    0 
-568748     4      49    2    1    0 
-568748     5     144    3    0    0 
-568246     8      87    0    1    0 
-568246    12      45    1    0    0 
-568192     8    1957    0    2    0 
-567864    32      75    0    1    0 
-567767     1    1512    3    1    0 
-567711    30     449    0    0    0 
-567697    16      41    0    0    0 
-567297     1      38    3    0    0 
-566907    27      59    2    1    0 
-566889    13    1678    2    1    0 
-566889    13    1823    2    2    0 
-566889    14    1820    0    1    0 
-566889    14    1998    0    2    0 
-566889    19     343    0    0    0 
-566889    20     159    1    0    0 
-566889    20      89    2    0    0 
-566889    21     115    1    1    0 
-566889    22      49    3    2    0 
-566686     1     164    1    2    0 
-566686     2      48    1    0    0 
-566658    12     209    1    1    0 
-566606    19    1804    3    2    0 
-566606    24     256    3    1    0 
-566548     6    1842    1    0    0 
-566548     7    1715    1    1    0 
-566548     8    1665    1    2    0 
-566548    12      62    3    0    0 
-566485    35    1615    0    2    0 
-566307     2    1943    0    2    0 
-566307     2    1585    1    0    0 
-566307     5     122    0    0    0 
-566307     7      28    0    1    0 
-566130    18     258    2    2    0 
-566064    18      57    2    1    0 
-566048    31     247    1    1    0 
-566048    32      42    1    0    0 
-566035    21    1729    1    2    0 
-565636    11      16    2    1    0 
-565602     2      36    0    0    0 
-565582    16      56    2    1    0 
-565427    19      64    0    2    0 
-565426    35      44    2    1    0 
-564985    27     144    1    2    0 
-564985    28     156    1    1    0 
-564938    30     203    1    1    0 
-564938    30      84    0    0    0 
-564936    30     206    2    2    0 
-564864    20    1696    0    0    0 
-564839    13    1657    1    2    0 
-564753    26      37    3    0    0 
-564645    12    1746    2    0    0 
-564645    12    2017    3    0    0 
-564645    12    1827    3    1    0 
-564645    13    1755    1    2    0 
-564645    13    2037    0    2    0 
-564645    13    1661    2    1    0 
-564645    13    2000    3    2    0 
-564645    14    1740    0    1    0 
-564645    18    1206    1    1    0 
-564645    18     248    0    0    0 
-564645    19     144    1    0    0 
-564645    20      16    2    2    0 
-564643     8     117    2    1    1 
-564545     1      32    0    0    0 
-563969     1      32    0    2    0 
-563910    34      28    0    1    0 
-563671     9    1788    3    2    0 
-563671    10    1588    3    0    0 
-563671    14     221    3    1    0 
-563561    27      68    3    2    0 
-563424    20      88    3    1    0 
-563040    20     151    1    1    0 
-563040    21     315    1    0    0 
-562546    15      31    0    1    0 
-562456    21      87    3    1    0 
-562456    22     775    3    0    0 
-562442     3     115    0    1    0 
-562014    27     390    2    1    0 
-561874     8      40    1    2    0 
-561751     6     716    3    0    0 
-561751     7      34    0    1    0 
-561751     8     108    0    2    0 
-561611    33      42    0    1    0 
-561284    26      37    3    0    0 
-560766     6      38    1    1    0 
-560524    19      37    0    1    0 
-560524    19      42    0    2    0 
-560470    12     607    0    2    0 
-559948    12      32    0    0    0 
-559666    16      19    2    0    0 
-559527     0     216    3    1    0 
-559512     2    1977    0    2    0 
-559512     7      57    1    1    0 
-559512     8     378    1    0    0 
-559512    29      83    0    0    0 
-559349    13    1986    3    2    0 
-559349    18     106    3    0    0 
-559349    30      39    3    1    0 
-559189     5      68    1    2    0 
-558781    19    1070    2    1    0 
-558358    35     131    0    0    0 
-558357     0      31    3    0    0 
-558318    26    1613    1    2    0 
-558231    32     142    0    2    0 
-558231    33      45    1    2    0 
-558230     0      17    2    0    0 
-558230    30    1035    2    2    0 
-558107    34     165    1    1    0 
-557209    34      48    0    0    0 
-557171    28     108    3    2    0 
-556763    11      82    3    0    0 
-556756    22      42    0    2    0 
-556536    26    1785    0    2    0 
-556536    28    1486    0    0    0 
-556536    30     141    0    1    0 
-556536    31     952    1    0    0 
-556347    14      22    0    2    0 
-556202    18    1684    3    1    0 
-556202    25     698    3    2    0 
-555996    18      28    2    2    0 
-555175     6      65    3    2    0 
-555142    31      77    1    0    0 
-555081     1      21    2    2    0 
-554765    14      53    1    2    0 
-554730     6      21    2    2    0 
-554642    21     246    0    2    0 
-554155    24    1700    3    1    0 
-553959     5    1868    3    2    0 
-553959     5    1745    1    0    0 
-553959     5    1684    1    1    0 
-553959     6    1717    1    2    0 
-553959    10      49    3    1    0 
-553959    12     311    2    0    0 
-553443    35    1681    3    1    0 
-552523    11    1742    3    0    0 
-552523    15     101    1    2    0 
-552523    17     157    0    0    0 
-552522     8      33    0    2    0 
-552422    21     112    0    2    0 
-552170    10      61    1    2    0 
-552042    28      29    2    1    0 
-551964    27      24    2    2    0 
-551962    30     920    1    0    0 
-551765    31     371    0    0    0 
-551552    34      34    1    1    0 
-551515     3     249    3    1    0 
-551390     0      80    1    2    0 
-551282     8      44    0    0    0 
-551282     9    1117    3    1    0 
-551282    10      25    0    1    0 
-551282    11      74    3    2    0 
-550897     8     529    0    2    0 
-550897     9     126    1    1    0 
-550861     7    1316    2    1    0 
-550861    11      22    0    2    0 
-549939    29      36    0    2    0 
-549938    14      53    0    1    0 
-549765    28    1769    2    1    0 
-549765    29    1668    2    0    0 
-549765    31    1474    2    2    0 
-549765    34      37    0    2    0 
-549765    35     426    1    0    0 
-549765    35     318    3    2    0 
-549764     1      44    1    1    0 
-549628    22    1940    0    2    0 
-549554    18     873    1    0    0 
-549262    35      74    3    2    0 
-549094     9     178    1    2    0 
-549010    25    1705    3    2    0 
-549010    29     144    2    0    0 
-549010    29     173    3    1    0 
-548965    15     163    2    2    0 
-548632    31      69    3    1    0 
-547996    19      38    0    0    0 
-547448    35      31    1    2    0 
-547414     0      21    2    1    0 
-547377    13      43    1    1    0 
-546899     0    1541    2    0    0 
-546899     4     415    0    1    0 
-546899     4     347    3    2    0 
-546899     5     413    1    0    0 
-546874    18     222    2    2    0 
-545784     4    1638    0    0    0 
-545784     5    1561    0    1    0 
-545320    28      94    0    2    0 
-545272    11      24    0    0    0 
-545272    12      33    2    2    0 
-544903    10     168    2    2    0 
-544752     1      32    3    0    0 
-544659     4    1782    1    0    0 
-544658     1     225    3    1    0 
-544454    11      34    1    1    0 
-544394     7     149    3    0    0 
